ts,curr_pid,pid,src_cpu,dst_cpu,imbalance,src_len,src_numa_len,src_preferred_len,delta,cpu_idle,cpu_not_idle,cpu_newly_idle,same_node,prefer_src,prefer_dst,delta_faults,total_faults,dst_len,src_load,dst_load,nr_fails,cache_nice_tries,buddy_hot,throttled,p_running,test_aggressive,can_migrate,pc_0,pc_1
11219655053989,14560,14564,11,6,6,2,0,0,-11219655433572,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3421578705883,847880073313
11219655072776,14560,7154,11,6,6,2,0,0,-11219655433572,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3421578705883,847880073313
11219907048094,14561,14565,0,2,10,2,0,0,-11219907431670,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,4403955792932,977904473327
11219907060875,14561,4339,0,2,10,2,0,0,-11219907431670,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,4403955792932,977904473327
11220055046652,14566,14562,4,5,24,2,0,0,-11220054988902,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4512933615545,1006478375560
11220055060411,14566,4954,4,5,24,2,0,0,-11220055420341,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,4512933615545,1006478375560
11220155046896,14572,14567,14,15,17,2,0,0,-11220155409065,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4591229077659,1061382070072
11220155057233,14572,10499,14,15,17,2,0,0,-11220155420025,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,4591229077659,1061382070072
11220379042595,14558,14564,11,10,24,2,0,0,-11220379177240,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3424304342869,848656437167
11220379052582,14558,10493,11,10,24,2,0,0,-11220379420124,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3424304342869,848656437167
11220679046120,14562,14572,15,4,2,2,0,0,-11220679431032,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3216464204550,818903329558
11220679058971,14562,8803,15,4,2,2,0,0,-11220679431032,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3216464204550,818903329558
11220931043507,14562,14564,11,4,6,2,0,0,-11220931373697,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,3426353276889,849235400965
11220931055520,14562,10493,11,4,6,2,0,0,-11220931421875,0,1,0,1,0,0,0,0,2,0,0,1,1,1,0,1,0,0,3426353276889,849235400965
11221203048207,14559,14567,14,12,8,2,0,0,-11221203305752,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4595319504306,1062619458243
11221203063013,14559,10499,14,12,8,2,0,0,-11221203424585,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4595319504306,1062619458243
11221203068251,14572,14567,14,15,20,2,0,0,-11221203305752,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4595319504306,1062619458243
11221203074398,14572,10499,14,15,20,2,0,0,-11221203424585,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,4595319504306,1062619458243
11221431050173,14560,14565,0,6,8,2,0,0,-11221431433426,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4409725024590,979574900514
11221431063443,14560,4339,0,6,8,2,0,0,-11221431433426,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,4409725024590,979574900514
11221651051548,14572,14567,14,15,22,2,0,0,-11221651427385,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4596914413653,1063063831290
11221651061675,14572,10499,14,15,22,2,0,0,-11221651427385,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4596914413653,1063063831290
11221727049316,14558,14564,11,10,10,2,0,0,-11221727429594,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3429305802326,850140656266
11221727058466,14558,7154,11,10,10,2,0,0,-11221727429594,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3429305802326,850140656266
11221731045317,14568,14563,9,8,1,2,0,0,-11221731429383,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4076590174777,885716931672
11221731053977,14568,10322,9,8,1,2,0,0,-11221731429383,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4076590174777,885716931672
11221755044440,14558,14564,11,10,23,2,0,0,-11221755334198,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,1,3429531120850,850209371919
11221755051075,14558,10493,11,10,23,2,0,0,-11221755420363,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,3429531120850,850209371919
11221919045370,14572,14567,14,15,19,4,0,0,-11221919384991,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4598048971010,1063404838176
11221919054939,14572,10499,14,15,19,4,0,0,-11221919410108,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4598048971010,1063404838176
11221919057383,14572,6645,14,15,19,4,0,0,-11221919428266,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4598048971010,1063404838176
11221919059339,14572,6647,14,15,19,4,0,0,-11221919054424,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4598048971010,1063404838176
11221987053582,14565,14570,1,0,4,2,0,0,-11221987438114,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3312588305818,814343069476
11221987066433,14565,11221,1,0,4,2,0,0,-11221987438114,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0,0,3312588305818,814343069476
11222143047495,14558,14564,11,10,25,2,0,0,-11222143252172,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3430901326360,850567478735
11222143056644,14558,10493,11,10,25,2,0,0,-11222143421831,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3430901326360,850567478735
11222199044935,14562,14558,10,4,2,2,0,0,-11222199428057,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4574979461119,1042470501122
11222199055900,14562,10205,10,4,2,2,0,0,-11222199428057,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4574979461119,1042470501122
11222315049506,14565,14570,1,0,9,3,0,0,-11222314883722,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,3313775118244,814648114540
11222315062567,14565,14336,1,0,9,3,0,0,-11222315424821,0,1,0,1,0,0,0,0,3,0,0,0,0,1,1,1,0,0,3313775118244,814648114540
11222315065849,14565,14268,1,0,9,3,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1,3313775118244,814648114540
